sentence_id,sentence,instance_form_long,instance_form,instance_lemma,comp1_id,comp1_form,comp1_feats,comp1_lemma,comp2_id,comp2_form,comp2_feats,comp2_lemma,manual_annotation,comment,gpt1,gemma1
93958,Metallitöölisest miljonäriks .,metallitöölisest miljonäriks .,metallitöölisest miljonäriks,metallitöölisest miljonär,1,metallitöölisest,sg el,metallitööline,2,miljonäriks,sg tr,miljonär,other,KELLEST KELLEKS,elative_attribute,elative_attribute
7298423,Mimeesi mõiste alla on paigutatud erineva detailsusega sarnasusi väga erinevat tüüpi objektidega : aimatavast puukooremustrist liblikatiibadel kuni raagritsikate filigraansete puuokstejäljendusteni .,: aimatavast puukooremustrist liblikatiibadel kuni raagritsikate filigraansete puuokstejäljendusteni,puukooremustrist liblikatiibadel,puukooremustrist liblikatiib,15,puukooremustrist,sg el,puukooremuster,16,liblikatiibadel,pl ad,liblikatiib,other,MIS KUS,other,other
1107162,"Kolm millimeetrit aastas pole ju esmapilgul palju , ent selle tulemusena on 150 aasta eest olnud kaks saart ühinenud üheks , jättes kunagisest sadamakohast mälestuseks nüüdsed ahvenarohked järved .",kunagisest sadamakohast mälestuseks,sadamakohast mälestuseks,sadamakohast mälestus,24,sadamakohast,sg el,sadamakoht,25,mälestuseks,sg tr,mälestus,error,syntax,other,other
5217815,"Kõrvaltvaatajale näib nende nõidade tegevus usaldusväärsemana kui plastist voodoo-nukkude müük , sest nõidade tarkused ulatuvad sajandite tagusesse indiaanlaste tsivilisatsiooni ning neid antakse edasi põlvest põlve .",kui plastist voodoo-nukkude müük,plastist müük,plastist müük,8,plastist,sg el,plast,10,müük,sg n,müük,error,syntax,elative_material,elative_material
12104320,"Leidnud telefonikataloogist numbrid , asus Krista neid oma EMT võrku lülitatud mobiililt valima .",telefonikataloogist numbrid,telefonikataloogist numbrid,telefonikataloogist number,2,telefonikataloogist,sg el,telefonikataloog,3,numbrid,pl n,number,error,syntax,other,other
10255030,"Õpetajate lapsed on ajast aega olnud õpetajate toa ühisvaraks , kelle kasvatamatusega tegeleb innukalt terve kollektiiv .",ajast aega,ajast aega,ajast aeg,4,ajast,sg el,aeg,5,aega,sg p,aeg,other,KUST KUHU,other,other
602539,"MM-võistluste grupisõit peetakse eeloleval pühapäeval , ülehomme võistlevad nii Kirsipuu kui Aus eraldistardist sõidus .",nii kirsipuu kui aus eraldistardist sõidus,eraldistardist sõidus,eraldistardist sõit,13,eraldistardist,sg el,eraldistart,14,sõidus,sg in,sõit,other,KUST MIS,other,other
7255070,"Harjumaa pensioniametist raha nõutamise võttis enda kanda abikaasa ( “ Ma ise ei suuda enam , niikui mõne ametniku ukse taha satun , hakkan üle kere värisema . ” ) .",harjumaa pensioniametist raha,pensioniametist raha,pensioniametist raha,2,pensioniametist,sg el,pensioniamet,3,raha,sg g,raha,error,syntax,other,other
10586577,"” Tähtis on , et me jõudsime poolfinaali , ” lausus Lazio rootslasest juhendaja Sven Göran Eriksson stoilise rahuga .",rootslasest juhendaja sven göran eriksson,rootslasest juhendaja,rootslasest juhendaja,13,rootslasest,sg el,rootslane,14,juhendaja,sg n,juhendaja,elative_attribute,,elative_attribute,elative_attribute
12859134,"Kirikust suundus pulmaseltskond ülikooli botaanikaaeda ja sealt omakorda Taagepera lossi , kus pulma-isa rolli täitis tartustunud saarlasest raadiomees .",tartustunud saarlasest raadiomees,saarlasest raadiomees,saarlasest raadiomees,17,saarlasest,sg el,saarlane,18,raadiomees,sg n,raadiomees,elative_attribute,,elative_attribute,elative_attribute
4558490,"Rakvere Viljasalves seisvast 1700 tonnist rukkist jätkunuks direktor Tõnu Reissaare sõnutsi selle ajani , kuni välismaalt suudetakse lisa osta .",rakvere viljasalves seisvast 1700 tonnist rukkist,tonnist rukkist,tonnist rukis,5,tonnist,sg el,tonn,6,rukkist,sg el,rukis,other,quantifier construction,other,other
10089090,"Teine võimalus oleks jagada Microsoft väiksemateks ühesugusteks ettevõteteks n-ö “ Baby Bills'ideks ” , tulenevalt tema miljardärist juhatuse esimehe Bill Gatesi nimest , mis üksteisega turul konkureeriksid .",tema miljardärist juhatuse,miljardärist juhatuse,miljardärist juhatus,19,miljardärist,sg el,miljardär,20,juhatuse,sg g,juhatus,error,syntax,elative_attribute,elative_attribute
3077915,""" Näiteks märgitakse hoiatusena , et mõned füüsilisest isikust taksojuhid on kehtestanud väga kõrge kilomeetrihinna , kuni 50 krooni tunnis ja ootetunni hinnad võivad küündida isegi kuni 3000 kroonini . """,mõned füüsilisest isikust taksojuhid,isikust taksojuhid,isikust taksojuht,9,isikust,sg el,isik,10,taksojuhid,pl n,taksojuht,elative_attribute,,elative_attribute,other
4832056,"Vallakeskusest alevikus , kus on ühepalju vene- ja eestikeelseid elanikke , asub küll tuntud tellisetehas , aga seal töötab kunagise 1200 asemel vaid 80 inimest .","vallakeskusest alevikus , kus on ühepalju vene- ja eestikeelseid elanikke ,",vallakeskusest alevikus,vallakeskusest alevik,1,vallakeskusest,sg el,vallakeskus,2,alevikus,sg in,alevik,elative_attribute,huvitav erand,other,other
8523018,"Nägin paistes , magamatusest paistes silmalaugusid , mis reetsid nii mõndagi , pikad , pikad olid olnud tema üksildased õhtud ja ööd …",", magamatusest paistes silmalaugusid , mis reetsid nii mõndagi , pikad , pikad olid olnud tema üksildased õhtud ja ööd",magamatusest silmalaugusid,magamatusest silmalaug,4,magamatusest,sg el,magamatus,6,silmalaugusid,pl p,silmalaug,error,syntax,other,other
14233519,"Juhul kui isik , kes elab Taanis , tegutseb Taanis füüsilisest isikust ettevõtjana ja teeb tasulist tööd mõnes teises liikmesriigis .",füüsilisest isikust ettevõtjana,isikust ettevõtjana,isikust ettevõtja,12,isikust,sg el,isik,13,ettevõtjana,sg es,ettevõtja,elative_attribute,,elative_attribute,other
8156006,"Vabariiklasest kubernerikandidaat Arnold Schwarzenegger ütles laupäevasel California vabariiklaste konverentsil , et ühtsus on vajalik ning kutsus parteid tema taha kogunema , sest tema on parim asendus demokraadist kubernerile Gray Davisele .",vabariiklasest kubernerikandidaat arnold schwarzenegger,vabariiklasest kubernerikandidaat,vabariiklasest kubernerikandidaat,1,vabariiklasest,sg el,vabariiklane,2,kubernerikandidaat,sg n,kubernerikandidaat,elative_attribute,,elative_attribute,elative_attribute
12108727,"Reisisin kaks ja pool kuud riigist riiki , pangaarve tühi .",kaks ja pool kuud riigist riiki,riigist riiki,riigist riik,6,riigist,sg el,riik,7,riiki,sg p,riik,other,KUST KUHU,other,other
1370110,Näiteks 1999. aasta septembrist kuni detsembri alguseni arvustati samal perioodil raamatukokku jõudnud eesti algupärase ilukirjanduse teosest päevalehtedes arvustatud kokku 10 raamatut .,samal perioodil raamatukokku jõudnud eesti algupärase ilukirjanduse teosest päevalehtedes,teosest päevalehtedes,teosest päevaleht,16,teosest,sg el,teos,17,päevalehtedes,pl in,päevaleht,error,syntax,other,other
13579580,Korterikomisjoni keskerakondlasest esinaine jäi ise otsustamisel erapooletuks .,korterikomisjoni keskerakondlasest esinaine,keskerakondlasest esinaine,keskerakondlasest esinaine,2,keskerakondlasest,sg el,keskerakondlane,3,esinaine,sg n,esinaine,elative_attribute,,elative_attribute,elative_attribute
11999653,"Poleks ajakirjanikku lehemeest , raadiohäät , internetti kirjutajat , telekommentaatorit - ei teaks keegi , kaasa arvatud võimalikud rahastajad , sportlase rassimisest teragi .",", sportlase rassimisest teragi",rassimisest teragi,rassimisest tera,22,rassimisest,sg el,rassimine,23,teragi,sg n,tera,error,syntax,other,other
11625067,""" Venelasest taksojuhte , kellel võib olla raskusi eesti keelega , on spetsialisti andmeil vaevalt sadakond .","venelasest taksojuhte , kellel võib olla raskusi eesti keelega ,",venelasest taksojuhte,venelasest taksojuht,2,venelasest,sg el,venelane,3,taksojuhte,pl p,taksojuht,elative_attribute,,elative_attribute,elative_attribute
3981949,"Eesti kodanikuks said ettevõtja Sergei Sergejenkov , BLRT Grupi üks juhte Anatoli Gruba , judotreenerist masseerija Vladimir Stepanjan , soome-ugri folkloori tutvustaja Aleksei Aleksejev ja viiuldaja Tatiana Järvi .",", judotreenerist masseerija vladimir stepanjan",judotreenerist masseerija,judotreenerist masseerija,15,judotreenerist,sg el,judotreener,16,masseerija,sg n,masseerija,elative_attribute,,elative_attribute,elative_attribute
11034932,Hoone põhiosa moodustub 12 meetri laiustest metallist kaarhallidest ning teine osa raudbetoonist kahekorruselisest 2500-ruutmeetrise põrandapinnaga hoonest .,12 meetri laiustest metallist kaarhallidest,metallist kaarhallidest,metallist kaarhall,7,metallist,sg el,metall,8,kaarhallidest,pl el,kaarhall,elative_material,,elative_material,elative_material
10497916,""" Minu arvates pole nahast rõivad mitte ainult efektsed , vaid ka väga praktilised , "" ütleb kantritäht Airi Ojamets .",nahast rõivad,nahast rõivad,nahast rõivas,5,nahast,sg el,nahk,6,rõivad,pl n,rõivas,elative_material,,elative_material,elative_material
7177211,"Ilusti pajust painutet reisikepid , põletet kirjad sees ja puha ning lakitud .","ilusti pajust painutet reisikepid , põletet kirjad sees ja puha ning lakitud .",pajust reisikepid,pajust reisikepp,2,pajust,sg el,paju,4,reisikepid,pl n,reisikepp,elative_material,,other,other
598880,"Erinevate inimeste kinnitusel on libaärimehest itaallane umbes 35-40aastane , keskmist kasvu ja välimuselt tüüpiline lõunamaalane .",libaärimehest itaallane ja välimuselt tüüpiline lõunamaalane,libaärimehest itaallane,libaärimehest itaallane,5,libaärimehest,sg el,libaärimees,6,itaallane,sg n,itaallane,elative_attribute,,elative_attribute,elative_attribute
3663713,"Kui vene rahvusest sportlased toovad Eestile Ateenast au ja kuulsust , aitab see kindlasti üle saada teatavast psühholoogilisest piirist ja on ka tubli samm edasi kahe kogukonna normaalsel ja teineteist austaval eksisteerimisel .",vene rahvusest sportlased,rahvusest sportlased,rahvusest sportlane,3,rahvusest,sg el,rahvus,4,sportlased,pl n,sportlane,other,collective,other,other
7768252,"Majanduspolitsei ei algata riikliku kultuuriprojekti “ Joonase lähetamine ” korraldajate suhtes kriminaalasja , sest ei näe 2,7 miljoni krooni laenuraha raiskamises kuritahtlikkust , küll aga ärialast võhiklikkust .",", küll aga ärialast võhiklikkust",ärialast võhiklikkust,ärialast võhiklikkus,26,ärialast,sg el,äriala,27,võhiklikkust,sg p,võhiklikkus,error,adjective,other,other
14795178,Slateri ning tema teletöötajast sõbratari Ryan Haddoni laps peaks ilmale tulema kevadel .,ning tema teletöötajast sõbratari ryan haddoni,teletöötajast sõbratari,teletöötajast sõbratar,4,teletöötajast,sg el,teletöötaja,5,sõbratari,sg g,sõbratar,elative_attribute,,elative_attribute,elative_attribute
12184117,"Tema sõnul on Kuldma ja Makina "" Stiilist "" ühtne tervik , kus tugeva kollektsiooni kõrval on ka laitmatud fotod ja inspireeriv tekst .","tema sõnul on kuldma ja makina "" stiilist "" ühtne tervik , kus tugeva kollektsiooni kõrval on ka laitmatud fotod ja inspireeriv tekst .",stiilist tervik,stiilist tervik,8,stiilist,sg el,stiil,11,tervik,sg n,tervik,other,copula,other,other
11809507,Kaasalöömisest huvitatuid palutakse tulla ülehomme kell 12 Pärnu teatri suurde saali .,kaasalöömisest huvitatuid,kaasalöömisest huvitatuid,kaasalöömisest huvitatu,1,kaasalöömisest,sg el,kaasalöömine,2,huvitatuid,pl p,huvitatu,other,u-ending,other,other
8158281,"Kaheaastane vabadusekaotus mõisteti aastase katseajaga ka füüsilisest isikust ettevõtjana ja käibemaksukohustuslasena registreeritud Alari Valdsteinile , kes esitas nelja järjestikuse aasta deklaratsioonides Lääne Viru maksuametile valeandmeid .","ka füüsilisest isikust ettevõtjana ja käibemaksukohustuslasena registreeritud alari valdsteinile , kes esitas nelja järjestikuse aasta deklaratsioonides lääne viru maksuametile valeandmeid",isikust ettevõtjana,isikust ettevõtja,8,isikust,sg el,isik,9,ettevõtjana,sg es,ettevõtja,elative_attribute,,elative_attribute,other
11860954,"5,4 liitrise V8mootori 560 hj abil saavutab süsinikkiust kandmikuga sõiduk 320 km/h .",süsinikkiust kandmikuga,süsinikkiust kandmikuga,süsinikkiust kandmik,8,süsinikkiust,sg el,süsinikkiud,9,kandmikuga,sg kom,kandmik,elative_material,,elative_material,elative_material
11469815,"Vabariiklasest senaator ei soovinud küll kasutada sõna kampaania lõpp , vaid rääkis selle ajutisest peatamisest , sest kavatseb ( nagu ka Bradley ) ka edaspidi võidelda selle eest , et Gore'i ja Bushi kampaaniad ei vaataks kõrvale reformide vajadusest Ameerika suurpoliitikas .",vabariiklasest senaator,vabariiklasest senaator,vabariiklasest senaator,1,vabariiklasest,sg el,vabariiklane,2,senaator,sg n,senaator,elative_attribute,,elative_attribute,elative_attribute
7176540,"Viiekäiguline lõuna , mida Lingström Ahtri pubi kokkade kaasabil valmistas , koosnes valge kapsa frikasseest kanafrikadellidega , röstil küpsetatud lõhest rosina- ja punase veini kastmes , ahjus küpsetatud lambalihast roheliste maitsetaimede , võikastme ja kartulivormiga , Rootsi juustude valikust selge õunakastmega ning šokolaadi- ja vaarikavahu kupaazhist .","valge kapsa frikasseest kanafrikadellidega , röstil küpsetatud lõhest rosina- ja punase veini kastmes , ahjus küpsetatud lambalihast roheliste maitsetaimede , võikastme ja kartulivormiga , rootsi juustude valikust selge õunakastmega ning šokolaadi- ja vaarikavahu kupaazhist",frikasseest kanafrikadellidega,frikasseest kanafrikadell,15,frikasseest,sg el,frikassee,16,kanafrikadellidega,pl kom,kanafrikadell,error,syntax,other,other
16008235,.... mu idioodist vend toppis ühe selle ketta minu 52x rommi ja voila .......,mu idioodist vend,idioodist vend,idioodist vend,3,idioodist,sg el,idioot,4,vend,sg n,vend,elative_attribute,,other,other
10785392,"Evansi tegi nähtavasti murelikuks norralasest keskkaitsja  Björn Tore Kvarme  vigastus , millega kohalik press seletabki Lemsalu proovilepanekut .",norralasest keskkaitsja björn tore kvarme,norralasest keskkaitsja,norralasest keskkaitsja,5,norralasest,sg el,norralane,6,keskkaitsja,sg n,keskkaitsja,elative_attribute,,elative_attribute,elative_attribute
7565171,"22 Liivimaalaste kombelõtvust kinnitasid ka teised jumalasulased usust sõltumata , nii katoliiklasest teoloogiadoktor Tilmann Bredenbach kui ka kohalik luteri kirikuõpetaja Timann Brakel .",", nii katoliiklasest teoloogiadoktor tilmann bredenbach kui ka kohalik luteri kirikuõpetaja timann brakel",katoliiklasest teoloogiadoktor,katoliiklasest teoloogiadoktor,12,katoliiklasest,sg el,katoliiklane,13,teoloogiadoktor,sg n,teoloogiadoktor,elative_attribute,,elative_attribute,elative_attribute
1299258,"Oleme leidnud ka ühe mittetöötava mobiiltelefoni , külmkapi , kipsist kunstiteose ja raha .",", kipsist kunstiteose",kipsist kunstiteose,kipsist kunstiteos,10,kipsist,sg el,kips,11,kunstiteose,sg g,kunstiteos,elative_material,,elative_material,elative_material
8734283,Leebest karistusest julgustatuna jätkas sadist lapse piinamist .,leebest karistusest julgustatuna,karistusest julgustatuna,karistusest julgustatu,2,karistusest,sg el,karistus,3,julgustatuna,sg es,julgustatu,other,u-ending,other,other
11600560,Võimsas hoos on Utah' ülikooli soomlasest staar Hanno Möttöla .,ülikooli soomlasest staar hanno möttöla,soomlasest staar,soomlasest staar,7,soomlasest,sg el,soomlane,8,staar,sg n,staar,elative_attribute,,elative_attribute,elative_attribute
267212,Siit või sealt narist põhukott - kärr !,siit või sealt narist põhukott - kärr !,narist põhukott,narist põhukott,4,narist,sg el,nari,5,põhukott,sg n,põhukott,other,ellips,other,other
1659213,Orava sõnul on suurem osa Mai keskuse 130 000 - 140 000 kroonisest puudujäägist sotsiaal- ja ravikindlustusvõlg .,orava sõnul on suurem osa mai keskuse 130 000 - 140 000 kroonisest puudujäägist sotsiaal- ja ravikindlustusvõlg .,puudujäägist sotsiaal-,puudujäägist sotsiaal,12,puudujäägist,sg el,puudujääk,13,sotsiaal-,sg n,sotsiaal,other,copula,other,other
9295903,"Siis on meil veel kavas prantsuse klassikast komöödia “ Täitsa lõpp ” , mida Vanemuises mängiti kunagi pealkirja all “ Kirp kõrvas ” .","prantsuse klassikast komöödia “ täitsa lõpp ” , mida vanemuises mängiti kunagi pealkirja all “ kirp kõrvas ”",klassikast komöödia,klassikast komöödia,7,klassikast,sg el,klassika,8,komöödia,sg n,komöödia,elative_attribute,huvitav erand,other,other
10071017,"Selle firma kroomniklist keedupotid on 10 mm paksu põhjaga ja kontrollmõõdikuga tihedalt suletavad , seetõttu valmib toit seal minimaalse vitamiinikaoga .",selle firma kroomniklist keedupotid,kroomniklist keedupotid,kroomniklist keedupoti,3,kroomniklist,sg el,kroomnikkel,4,keedupotid,pl n,keedupoti,elative_material,,elative_material,elative_material
16221315,"Tantsuprojektis "" Vaikusest tulek "" osales 10 tantsijat .",""" vaikusest tulek """,vaikusest tulek,vaikusest tulek,3,vaikusest,sg el,vaikus,4,tulek,sg n,tulek,other,KUST MIS,other,other
10433704,"Treffneri kool jutustas heas ansamblimängus bioloogiaõpetaja ja õpilase armastusest , selleteemalisest konfliktist klassis .",", selleteemalisest konfliktist klassis",konfliktist klassis,konfliktist klass,12,konfliktist,sg el,konflikt,13,klassis,sg in,klass,error,syntax,other,other
9564646,"Kui kommunistliku partei ja tema liitlaste valijaskond koosneb enamikus vene kogukonna esindajatest , siis demokraatlike jõudude parteid toetavad väheste eranditega rumeenia rahvusest elanikud .",rumeenia rahvusest elanikud,rahvusest elanikud,rahvusest elanik,22,rahvusest,sg el,rahvus,23,elanikud,pl n,elanik,other,collective,other,other
14165335,Ambla vallavalitsuse soovist arendada Aravete kardirajast suurejooneline spordikeskus haaras regionaalministrist endine vormeliäss Toivo Asmer läinud nädalal Järvamaad külastades õhinal kinni .,aravete kardirajast suurejooneline spordikeskus,kardirajast spordikeskus,kardirajast spordikeskus,6,kardirajast,sg el,kardiraja,8,spordikeskus,sg n,spordikeskus,error,syntax,other,other
11475010,"Ilse Haldre , füüsilisest isikust ettevõtja , elukoht Väike-Maarja vald , Lääne-Virumaa , isikukood 41702205219 .",", füüsilisest isikust ettevõtja",isikust ettevõtja,isikust ettevõtja,5,isikust,sg el,isik,6,ettevõtja,sg n,ettevõtja,elative_attribute,,elative_attribute,other
12578425,Keelust üleastujaid karistatakse oma reeglite järgi .,keelust üleastujaid,keelust üleastujaid,keelust üleastuja,1,keelust,sg el,keeld,2,üleastujaid,pl p,üleastuja,other,ja-ending,other,other
3651048,Ülekullatud hõbedast sõrmuse saab Soomest tellides ligikaudu 1635 krooni ( 109 eurot ) eest .,ülekullatud hõbedast sõrmuse,hõbedast sõrmuse,hõbedast sõrmus,2,hõbedast,sg el,hõbe,3,sõrmuse,sg g,sõrmus,elative_material,,elative_material,elative_material
6219545,Egiptuse Islami Džihaadi egiptlasest juht Ayman al-Zawahiri on ilmselt peitunud kuskile Pakistani ja Afganistani piirialale .,egiptuse islami džihaadi egiptlasest juht ayman al-zawahiri,egiptlasest juht,egiptlasest juht,4,egiptlasest,sg el,egiptlane,5,juht,sg n,juht,elative_attribute,,elative_attribute,elative_attribute
14031252,Poliitikutest tegi erakonnale mullu viimases kvartalis suurima annetuse 40 000 krooni rahvaliitlasest keskkonnaminister Villu Reiljan .,rahvaliitlasest keskkonnaminister villu reiljan,rahvaliitlasest keskkonnaminister,rahvaliitlasest keskkonnaminister,11,rahvaliitlasest,sg el,rahvaliitlane,12,keskkonnaminister,sg n,keskkonnaminister,elative_attribute,,elative_attribute,elative_attribute
4464579,"Veidi vähem on neid , kes loevad blogisid tööalase informatsiooni otsimiseks ( 14 ajakirjanikku ) ning vaid viis küsitletud ajakirjanikku olid leidnud artikli jaoks blogist informatsiooni .",blogist informatsiooni,blogist informatsiooni,blogist informatsioon,25,blogist,sg el,blogi,26,informatsiooni,sg p,informatsioon,error,syntax,other,other
12129023,Karistuse pikkus ei selgu aga enne septembrikuust kohtuistungit .,enne septembrikuust kohtuistungit,septembrikuust kohtuistungit,septembrikuust kohtuistung,7,septembrikuust,sg el,septembrikuu,8,kohtuistungit,sg p,kohtuistung,error,adjective,other,other
10545326,"Ta on koguni valmis kaaluma abielus eestlastele kergete puidust ühepereelamute ehitamist , et nad saaksid tulla Ameerikasse ühes abikaasa ja lastega .",kergete puidust ühepereelamute,puidust ühepereelamute,puidust ühepereelamu,9,puidust,sg el,puit,10,ühepereelamute,pl g,ühepereelamu,elative_material,,elative_material,elative_material
5282863,"Nagu ka selle , et ei ole olemas ühist "" lastesõbralikku "" poliitilist huvigruppi - vaevalt annaks kümnelapseline miljonärist mehe usklik-konservatiivne koduperenaine kõik oma üksteist häält vaeste üksikemade kõrgendatud lastetoetuse eest .",kümnelapseline miljonärist mehe,miljonärist mehe,miljonärist mees,19,miljonärist,sg el,miljonär,20,mehe,sg g,mees,elative_attribute,,other,elative_attribute
825429,Aja puudusel on ta end välja kirjutanud enamikust meililistidest ega loe ka pidevalt Useneti uudiseid .,enamikust meililistidest,enamikust meililistidest,enamikust meililist,8,enamikust,sg el,enamik,9,meililistidest,pl el,meililist,error,syntax,other,other
13825961,"Et KGB ei kahtleks pakkuja siiruses koostööd teha , lisas Hanssen ühes hilisemas informatsioonis Moskvale teadmiseks kolme venelasest KGB ohvitseri nimed , kes tegid koostööd USAga .",kolme venelasest kgb ohvitseri,venelasest ohvitseri,venelasest ohvitser,18,venelasest,sg el,venelane,20,ohvitseri,sg g,ohvitser,elative_attribute,,elative_attribute,elative_attribute
12592881,Uue ajastu algus – just nii iseloomustas eilset anglosakside raketirünnakut Iraagi vastu juudi rahvusest Vene ärimagnaat ja poliitik Boriss Berezovski .,juudi rahvusest vene ärimagnaat ja poliitik boriss berezovski,rahvusest ärimagnaat,rahvusest ärimagnaat,14,rahvusest,sg el,rahvus,16,ärimagnaat,sg n,ärimagnaat,other,collective,other,other
797313,"Valdavalt on tegu meessoost nakatunutega , kuid esindatud on ka naissugu , viimaste ametlike andmete järgi on kirjas 24 nakatunud naist .","valdavalt on tegu meessoost nakatunutega , kuid esindatud on ka naissugu , viimaste ametlike andmete järgi on kirjas 24 nakatunud naist .",meessoost nakatunutega,meessoost nakatunu,4,meessoost,sg el,meessugu,5,nakatunutega,pl kom,nakatunu,other,collective,other,other
7699364,"Üürime vanahärra Bill Barnesi kahekorruselises ridaelamus kolme tuba , igas toas kaks eestlasest ajakirjanikku .",", igas toas kaks eestlasest ajakirjanikku",eestlasest ajakirjanikku,eestlasest ajakirjanik,13,eestlasest,sg el,eestlane,14,ajakirjanikku,sg p,ajakirjanik,elative_attribute,,elative_attribute,elative_attribute
2780583,Paarist nädalast või kuust kaugemale tulevikku piiluv rahvakild unistab aga juba uut liiki ekraanidest .,paarist nädalast või kuust,paarist nädalast,paarist nädal,1,paarist,sg el,paar,2,nädalast,sg el,nädal,other,quantifier construction,other,other
9622464,"Vanast Augustast viidi läbi osariigi läände teine raudtee , mis pidi ühendama linna uue Tennessee-liiniga .",vanast augustast,vanast augustast,vanast Augusta,1,vanast,sg el,vana,2,augustast,sg el,Augusta,error,adjective,other,other
11759890,Lisatasudena saavad nõunikud 4000 krooni ning 20percent ; põhipalgast tulemustasuna .,; põhipalgast tulemustasuna,põhipalgast tulemustasuna,põhipalgast tulemustasu,9,põhipalgast,sg el,põhipalk,10,tulemustasuna,sg es,tulemustasu,other,conjunction,other,other
16187666,"( 4 ) Füüsilisest isikust ettevõtja , kes on maksustamisperioodi kestel kustutatud äriregistrist või kes on teatanud Maksuameti kohalikule asutusele oma ettevõtluse lõpetamisest , ei ole kohustatud pärast toimingut tulumaksu avansilisi makseid maksma .","füüsilisest isikust ettevõtja , kes on maksustamisperioodi kestel kustutatud äriregistrist või kes on teatanud maksuameti kohalikule asutusele oma ettevõtluse lõpetamisest ,",isikust ettevõtja,isikust ettevõtja,5,isikust,sg el,isik,6,ettevõtja,sg n,ettevõtja,elative_attribute,,elative_attribute,other
5307720,"Ja pärast arupidamist võeti nõuks kurjavaimu püssi-peetrid malakatega maha lüüa , sest iga loomgi kaitseb oma pesa ja kes veel talumehe abilised on , kui mitte teravaks ihutud vikat ning kivist nui .",ning kivist nui,kivist nui,kivist nui,31,kivist,sg el,kivi,32,nui,sg n,nui,elative_material,,elative_material,elative_material
9222055,"“ Ootame veel vaid Hollandi Korvpalliliidust kinnituskirja , et ta on vaba mängija - mulluse hooaja veetis Kalicanin Rotterdami Idetradingis . ”",vaid hollandi korvpalliliidust kinnituskirja,korvpalliliidust kinnituskirja,korvpalliliidust kinnituskiri,6,korvpalliliidust,sg el,korvpalliliit,7,kinnituskirja,sg p,kinnituskiri,error,syntax,other,other
5283817,"Mõnedel andmetel oli hukkunute hulgas ka 6000-mehelist al Qaeda rahvusvahlist palgasõdurite kontingenti juhtinud Juma Namangani , keda peetakse Osama bin Ladeni üheks lähimaks kaasvõitlejaks .",al qaeda rahvusvahlist palgasõdurite,rahvusvahlist palgasõdurite,rahvusvahlist palgasõdur,10,rahvusvahlist,sg el,rahvusvahl,11,palgasõdurite,pl g,palgasõdur,error,adjective,other,elative_attribute
15380348,"Kahest plaadist soundtrack , mida juba Eestis müüakse , sisaldab kõrvu agressiivset uusrokki nagu Marilyn Manson ja P.O.D. ning hulka elektroonilisemat musa , kaasa arvatud teisel plaadil olevat originaalmuusikat filmist .","kahest plaadist soundtrack , mida juba eestis müüakse ,",plaadist soundtrack,plaadist soundtrack,2,plaadist,sg el,plaat,3,soundtrack,sg n,soundtrack,other,ellips,other,other
13467741,"Götzise võistluse suursoosik on ameeriklasest maailmameister Bryan Clay , kes sarnaselt Pahapillile soovib isikliku rekordit uuendada .","ameeriklasest maailmameister bryan clay , kes sarnaselt pahapillile soovib isikliku rekordit uuendada",ameeriklasest maailmameister,ameeriklasest maailmameister,5,ameeriklasest,sg el,ameeriklane,6,maailmameister,sg n,maailmameister,elative_attribute,,elative_attribute,elative_attribute
345716,"Nii sisu kui ka vormi arvestades on sellisel puhul tegu deverbaalse tuletisega , mis on moodustatud verbist  kaapi/ma  modifitseeriva liite abil :  kaapi/ma  :  kaabi/b > kaabi-tse/ma  .",verbist kaapi,verbist kaapi,verbist kaap,17,verbist,sg el,verb,18,kaapi,adt,kaap,error,syntax,other,other
14393669,"b ) “ füüsilisest isikust ettevõtja ” on iga füüsilisest isikust ettevõtjana tegutsev isik , kes on kohustatud :",“ füüsilisest isikust ettevõtja ”,isikust ettevõtja,isikust ettevõtja,5,isikust,sg el,isik,6,ettevõtja,sg n,ettevõtja,elative_attribute,,elative_attribute,other
7433595,"Lennundusajaloolased väidavad , et eesti soost Alexander Liwentaal sooritas õhulennu viis aastat enne kuulsaid vendasid Wrighte .",eesti soost alexander liwentaal,soost alexander,soost Alexander,6,soost,sg el,sugu,7,alexander,sg n,Alexander,other,collective,other,other
2573361,"Kui omanik on juriidiline isik , kannab ta muudatusettepaneku kohaselt vastutust võrdsetel alustel füüsilisest isikust sõidukiomanikuga .",füüsilisest isikust sõidukiomanikuga,isikust sõidukiomanikuga,isikust sõidukiomanik,15,isikust,sg el,isik,16,sõidukiomanikuga,sg kom,sõidukiomanik,elative_attribute,,elative_attribute,other
13549701,"Kõigepealt tuleb välja minna vanast hakvast asendist ning hetkelise pausi ajal taastada keha normaalne asend , tekitada "" vaba ruum "" .",vanast hakvast asendist,hakvast asendist,hakvast asend,6,hakvast,sg el,hakva,7,asendist,sg el,asend,error,misspelling,other,other
5815718,Vene kosmonaudid ja ameeriklasest kosmoseturist viibivad jaamas 5. maini ning pöörduvad siis tagasi Maale .,ja ameeriklasest kosmoseturist,ameeriklasest kosmoseturist,ameeriklasest kosmoseturist,4,ameeriklasest,sg el,ameeriklane,5,kosmoseturist,sg n,kosmoseturist,elative_attribute,,elative_attribute,elative_attribute
