member_1,member_2,phrase_case,frequency
kapitalismist,arusaamine,tr,1
kodumängust,hetk,ad,1
plastmassist,balloon,adt,1
nõiaringist,väsimus,n,1
sammetist,kotikene,n,1
volikogust,väljaarvamine,n,1
jalakäijast,linlane,ad,1
betoonist,kaevurõngas,kom,1
programmist,kinnipidamine,n,1
politilist,elu,n,1
keskhaiglast,lahkumine,p,1
haiglast,mõtlemine,p,1
pinnast,soovija,n,1
proviisorist,abikaasa,p,1
mudast,puhastamine,n,1
presidendiametist,loobumine,n,1
riigieelarvest,väljatõstmine,all,1
kaugküttest,loobumine,p,1
materjalist,abivahend,n,1
allergikust,väikelaps,p,1
kokkupuutest,allergeen,kom,1
tagaliinist,rünnak,g,1
opositsioonist,koalitsioon,p,1
juulist,august,g,1
meessoost,ametnik,all,1
aastast,kohus,n,1
laenusummast,seis,kom,1
tshehhist,kaitsja,n,1
paksusest,infokogumik,el,1
venelasest,ajaloolane,g,1
aastast,vallavanem,n,1
tõugust,liblikas,n,1
eraisikust,omanik,tr,1
seisust,võit,g,1
noorsandist,vaeginfleja,n,1
valmisolekust,suhtlemine,tr,1
päästjast,koolikell,el,1
metallitöölisest,miljonär,tr,1
maast,taevas,ter,1
jaapanlasest,löökpillimängija,n,1
spordisõbrast,president,n,1
hõbedast,saak,p,1
tagaajamisest,põgenemine,ter,1
käibemaksust,hoidumine,tr,1
hispaanlasest,thriller,n,1
juristist,volikoguliige,g,1
klaasist,raekoda,n,1
kullast,kann,n,1
häälekandjast,päevaleht,n,1
ameeriklasest,võõrleegionär,g,1
manipulatsioonist,hääl,kom,1
iirlasest,laureaat,n,1
teisipäevast,optimismipuhang,p,1
organist,röntgenipilt,n,1
parklast,sõitmine,p,1
piirkonnast,väljatoomine,tr,1
jõupaberist,kuivainekott,g,1
eestlasest,parteifunktsionäär,n,1
prügist,taastootmine,adt,1
perest,käimine,n,1
kohalolnust,prügimägi,all,1
aastast,ärasõit,p,1
keelest,näidend,g,1
riigieelarvest,raamatukogu,all,1
tervisepäevast,osavõtja,n,1
normatiivist,jagusaamine,n,1
näitlejannast,abikaasa,el,1
karikasarjast,loobumine,n,1
klassist,keskmängija,n,1
mitte-eestlasest,kaasmaalane,g,1
sõiduautost,trammitee,n,1
annetajast,riigiettevõte,el,1
asupaigast,plats,n,1
sarnast,mänguviis,p,1
aastast,autoärandamine,g,1
itaallasest,esindaja,n,1
korvpallisaalist,sprint,p,1
esmaspäevast,esinemine,p,1
lahkumisest,uudis,n,1
paberist,kott,n,1
kangast,kollektsioon,n,1
ekspeditsioonist,osavõtja,p,1
materjalist,supp,g,1
vahukoorest,roos,n,1
vägivallast,naisisik,g,1
põllumehest,ajakirjanik,n,1
kodust,loobumine,g,1
lõunasöögist,põlluserv,ad,1
parkimisalast,lahkumine,ter,1
taotlemisest,loobumine,n,1
ühingust,väljaarvamine,n,1
plastikust,paat,ad,1
tuumarelvast,loobumine,kom,1
politseinikust,reisija,n,1
ristiemast,tädi,n,1
pedandist,mees,n,1
montaazhiruumist,helindamine,abl,1
karjäärist,tapetu,es,1
varahommikust,keskpäev,ter,1
külvist,tärkamine,ter,1
plastmassist,lillekast,n,1
asukohast,paigaletardumine,g,1
jumalast,tutika,in,1
pitskangast,õhtukleidite,g,1
telklaagrist,luksushotell,ter,1
betoonist,bassein,n,1
enamikust,muusikakool,g,1
spordihallist,mineja,all,1
arengufondist,toetus,g,1
lossist,loss,adt,1
kärestikust,sõitmine,g,1
poolrasvast,sealiha,p,1
äädikast,marinaad,n,1
plastmassist,viinamari,n,1
pronksist,transportimine,n,1
suvest,esimees,n,1
läiknahast,vöö,p,1
trepist,käimine,g,1
soost,autoostja,g,1
metallist,lennuk,g,1
aastast,eestvedaja,p,1
aparaadist,läbitõmbamine,g,1
ajalooalast,täiendkoolitus,p,1
arstist,kirjanik,tr,1
jaanipäevast,sügis,ter,1
fetishist,ööpott,el,1
raudteejaamast,majutuskoht,adt,1
surmainglist,fotograaf,n,1
minoorist,mazhoor,adt,1
isikupärast,nägu,n,1
puust,õllekast,n,1
tõest,eemaldamine,n,1
hispaanlasest,õpingukaaslane,g,1
katoliiklasest,antiigikaupmees,n,1
maailmakodanikust,grusiin,g,1
üksildusest,viidu,es,1
hispaanlasest,filmiklassik,g,1
sakslasest,filmiarhivaar,all,1
meessoost,shovinism,n,1
granaadist,eramaja,n,1
kojamehest,minister,ter,1
rahamaailmast,kõnelemine,ad,1
seiklejast-rahvamehest,nimitegelane,p,1
veteranist,valitsus,g,1
häälest,orel,n,1
ühisprojektist,kingitus,n,1
puust,klapptool,n,1
eraisikust,obligatsiooniomanik,p,1
mõistusest,juhitu,es,1
vihmast,muru,ad,1
kiivustundest,ajendatu,es,1
nohikust,pereisa,n,1
rollist,väljalibisemine,n,1
käibemaksust,kõrvalehiilimine,g,1
lapsest,vabanemine,tr,1
paberist,poogen,n,1
lambanahast,teos,n,1
miljonärist,omanik,g,1
jumalast,fiiling,n,1
jumalasõnast,rääkimine,g,1
lätlasest,omanik,n,1
mängust,tüdinemine,p,1
sellistki,versioon,g,1
rahvusest,nahkmees,g,1
pangast,hetkeseis,ad,1
traditsioonist,lahtiütlemine,in,1
paremäärmusest,vasakäärmus,ill,1
kullast,tahvel,n,1
juudist,matemaatikadoktor,n,1
perest,laps,ad,1
kadakast,jalutuskepp,kom,1
hinnaklassist,korterelamu,p,1
paaritunnist,küttekatkestus,p,1
finantsministrist,erakond,g,1
varast,osa,n,1
ajaloost,eimiski,n,1
soost,väljatõmbamine,ad,1
kritiseerimisest,hoidumine,p,1
väravast,sõit,ad,1
valurahast,osa,n,1
koolipingist,lahkumine,p,1
saalist,auhind,g,1
muusikaskolastikast,lahtiütlemine,p,1
stabiilsusest,väljaminek,g,1
majandusolukorrast,väljatulemine,g,1
tammepuust,valguskast,n,1
tšehhist,õlu,p,1
naissoost,jurist,n,1
soost,eestlane,all,1
eksnarvalasest,keskväljamees,n,1
venelannast,emigrant,n,1
hispaanlasest,jalgpallur,p,1
kodanikust,omanik,ad,1
pronksist,hobusekuju,kom,1
metsast,läbivedamine,all,1
jääst,läbimurdmine,n,1
lepingust,loobumine,ad,1
kahjurist,lahtisaamine,tr,1
plastmassist,püstol,n,1
reageeringust,istung,ad,1
vihkamisest,armastus,n,1
silmast,kontakt,n,1
õhkutõusust,maandumine,ter,1
aastast,parteitu,n,1
inimõiguslasest,preester,n,1
lehest,nägemine,g,1
valitsusliidust,väljaastumine,g,1
kohtusaalist,väljumine,p,1
lihast,hispaanlane,n,1
nishist,regionaalvõim,es,1
kodanikust,juut,g,1
kuuetunnist,ootamine,p,1
rütmist,väljaminemine,p,1
ülekoormusest,pääsemine,n,1
peripateetikust,filosoof,n,1
lainest,põhjus,tr,1
puidust,suveniirhobune,n,1
protsendist,hinnaalandus,p,1
rändurist,fotograaf,n,1
pensionärist,memmed-taat,n,1
kiust,hambahari,n,1
nädalavahetusest,teisipäev,ter,1
nendast,septembrst,n,1
barokist,kõneleja,n,1
välispoliitlist,edu,p,1
ameeriklasest,agent,n,1
tuurist,osa,n,1
taastusravikeskusest,tee,g,1
rahvusest,kasvandik,n,1
allveeobjektist,mälestus,tr,1
merest,veepind,all,1
ringist,väljamurdmine,n,1
tshellistist,duopartner,n,1
tantsust,väsinu,n,1
soost,poisike,g,1
roomlasest,olümpiavõitja,tr,1
lambavillast,peaside,n,1
valest,suurendamine,el,1
kummist,töökinnas,n,1
mõjusfäärist,pagemine,all,1
filoloogist,restoranidirektor,n,1
riidest,uks,g,1
heinakuhjast,onn,kom,1
laest,võtmine,g,1
invaliidist,pereisa,n,1
eestlasest,puhkaja,all,1
soomlasest,sõber,g,1
õigusloomest,osavõtja,g,1
pronksist,mõõgajupp,n,1
kultuurkapitalist,toetus,g,1
kevadpäevast,korrus,g,1
puust,nagi,p,1
teatesõidust,loobumine,p,1
migratsioonifondist,väljarännutoetus,p,1
koguproduktist,kaitse,all,1
turismialast,haridus,p,1
vutimehest,raamat,n,1
klassist,koorijuhtimine,p,1
liiklusummikust,pääsemine,tr,1
armeenlasest,omanik,g,1
metallist,riistapuu,all,1
monopolistist,tootja,n,1
jääst,vabanemine,ter,1
jääst,mets,in,1
arestimajast,tapmine,g,1
individuaalehitajast,aasta,p,1
nahast,modelleering,n,1
nahast,karp,n,1
metallist,varras,all,1
pronksist,alus,ad,1
kummituslinnast,suurlinn,g,1
kastist,võtmine,n,1
bayernlasest,kesknädal,ad,1
pärastlõunast,peaminister,n,1
kanadalasest,kolonel,all,1
jõulurõõmust,osa,n,1
koonderakonnast,lahkulöömine,tr,1
dolomiidist,kuju,p,1
maamehest,meresõitja,tr,1
võrkpallurist,sõber,g,1
vigastusest,tervenenu,n,1
arstist,kirjamees,n,1
autost,väljakukkumine,el,1
õppemaksust,pääsemine,tr,1
kurjast,päästmine,g,1
lastekodust,äraminek,n,1
katoliiklasest,ema,n,1
protestandist,isa,n,1
laevapuusepast,isa,n,1
pahandusest,pääsemine,tr,1
maaparteilasest,peaminister,n,1
haiglast,pääs,p,1
kohtusaalist,eemaldamine,tr,1
palmipuudepühast,ülestõusmine,ter,1
rahvusest,teatrihuviline,ad,1
demokraatiast,diktatuur,ter,1
kurdist,liitlane,n,1
parunist,metseen,n,1
eestlannast,striptiisitar,g,1
mägikotkast,laululind,tr,1
keskkonna-alast,tegevuskava,n,1
baltisakslasest,ajakirjanik,g,1
lihast,reserv,in,1
spordikoolist,võrsunu,el,1
välispangast,võtmine,n,1
näitusest,osavõtja,n,1
plastmassist,tarakan,n,1
koolist,väljaheitmine,all,1
printerist,märkleht,n,1
ordenist,loobumine,n,1
vasest,plaat,kom,1
vasest,kuju,n,1
tortsuvast,heli,el,1
miljonärist,pärija,n,1
soost,meeleavaldaja,n,1
naismajandusteadusest,otsetee,n,1
määramatusest,valija,n,1
koonderakonnast,lahkumine,el,1
hirmust,kantu,es,1
puidust,käsitöö,g,1
rahvusest,asunik,p,1
elukohast,inimene,n,1
aastast,üliõpilane,n,1
paekivist,tulemüür,g,1
alumiiniumist,paviljon,g,1
metallist,porilaud,n,1
viiulisoolost,kakofoonia,ter,1
tehingust,loobumine,g,1
hoidlast,gaas,g,1
torust,ostmine,n,1
peakontorist,tänav,in,1
tuuletallajast,nooruk,n,1
kriminaalist,ametiühinguboss,all,1
pakendiaktiisist,vabastamine,g,1
plastist,joogipakend,p,1
neurokirugist,ema,n,1
kesklinnast,mõis,ter,1
konverentsist,osavõtnu,p,1
prantslasest,radarispetsialist,n,1
mitte-eestlasest,noor,all,1
jõest,kirre,in,1
põhimõistest,dekonstruktsioon,n,1
taevast,tagune,p,1
muusikast,tähendus,n,1
päälinnast,haigus,p,1
laulupidust,osavõtmine,el,1
inglasest,arst,n,1
palgamõrvast,ajendatu,es,1
menetlusest,väljahääletamine,el,1
stseenist,stseen,p,1
ajast,loomus,kom,1
soost,pürgija,el,1
juuniorieast,väljumine,p,1
depressioonist,jagusaamine,tr,1
tadzhikist,ekspresident,n,1
näitlejast-muusikust,orkester,n,1
moskvalasest,sõber,n,1
täispuidust,mõis,g,1
kodust,karbike,kom,1
vorstisabast,valuutasaba,adt,1
meessoost,lemmik,n,1
makedoonlasest,keskmängija,n,1
lätlasest,korvikütt,n,1
majanduskriisist,ülesaamine,ad,1
ehitusalast,haridus,p,1
kateedrijuhatajast,sõber,g,1
puust,silt,n,1
kummist,kahvlid-lusikas,n,1
kõrvalseisjast,vaatleja,all,1
kartongist,periskoop,g,1
terroristist,isemõtleja,g,1
õhust,toetamine,n,1
suvelaagrist,osavõtja,g,1
osakonnast,ehitusluba,n,1
eesimest,maailmasõda,p,1
kehtestajast,ekspeaminister,n,1
holocaustist,komöödia,n,1
desinflatsioonilist,mõju,p,1
silmast,suhe,n,1
kunstist,videomeedia,in,1
soost,vaene,all,1
serblasest,farmer,n,1
salaelust,värav,g,1
arstist,juht,all,1
rauast,ehe,g,1
kõlast,maailmakaart,ad,1
usuküsimusest,ajavahe,n,1
algatamisest,teatamine,p,1
vastusõdimisest,vabakaubandusleping,all,1
kolleegist,minister,p,1
kehast,vabanemine,tr,1
klubist,täisedu,g,1
abikaasast,teatamine,tr,1
reaktsioonist,vabanemine,tr,1
parteikaaslasest,rahandusminister,n,1
lumpenist,elanikkond,n,1
notsust,maskott,n,1
võistlemisest,loobumine,g,1
kataloogist,näide,n,1
pöörast,läbimüük,p,1
lõunast,treeningukord,p,1
pealinnast,ülikool,g,1
investorist,loobumine,kom,1
peegelklaasist,kõrghotell,adt,1
metallist,fassaad,kom,1
klientuurist,välismaalane,n,1
kristlasest,põgenik,p,1
ministriportfellist,ilmajäämine,in,1
kodakondsusest,vanem,n,1
tammest,talupojamööbel,n,1
intellektuaalist,monomaa,ter,1
börsipäevast,kuub,ad,1
projektist,ilmajäämine,n,1
riigitööst,põhimõte,ad,1
garaazhist,läbiotsimine,ad,1
pronksist,tänumedal,g,1
nimekirjast,geriaatria,n,1
instrumentaalpalast,tsükkel,n,1
serblasest,jalakäija,p,1
kriisist,aitamine,tr,1
finantskriisist,väljumine,ad,1
majanduskriisist,väljumine,n,1
pealinnast,agulmuuseum,p,1
soost,tiri,p,1
pronksist,papagoi,n,1
aastast,osaühing,in,1
kunstmaterjalist,põrand,g,1
parvlaevast,mahajääja,n,1
filmist,pool,all,1
vereülekandest,keeldumine,p,1
aastast,peaspetsialist,n,1
kortsriidest,jopp,n,1
muusikaelust,linn,in,1
kraadist,pööre,p,1
plastmassist,veepüstol,g,1
kirikust,mööduja,n,1
arhitektist,maalikunstnik,n,1
erakirjast,tütar,n,1
läänest,rohi,g,1
jaanuarist,aseesimees,n,1
veebruarist,sekretär,n,1
liikmeksolekust,garantii,tr,1
neutraliteedist,variant,tr,1
vanglast,jalgalaskmine,p,1
investeeringutoetusest,omavalitsus,all,1
merehädast,pääsemine,p,1
koolist,rääkimine,n,1
reservfondist,finantseerimine,n,1
merest,pääsemine,g,1
hispaanlasest,eksmaailmameister,p,1
marokolasest,maailmameister,n,1
jalgpallisõbrast,tenor,p,1
peegelklaasist,vari,n,1
soost,põgenik,n,1
teenistusest,kõrvalehoidja,p,1
sarnast,valik,kom,1
metallist,tööstusvalgusti,p,1
mootorist,peajagu,n,1
kaugusest,järv,g,1
plastikust,valmistamine,n,1
riidest,kõrvikmüts,n,1
paekivist-betoonist,garaazh,n,1
isamaast,õhkamine,n,1
kahekuulist,ametisolek,p,1
enamikust,saatja,el,1
stiilist,reis,g,1
kaklemisest,leppimine,ter,1
telebossist,peaminister,g,1
plaanikohast,erastamine,p,1
faktuurist,väljanoppimine,n,1
eurovisioonist,kõrvalejäämine,g,1
viiekilomeetrist,eksimus,p,1
vaesusest,jagusaamine,n,1
riigist,mõtlemine,g,1
embusest,kaiss,p,1
ärimehest,ajakirjanik,n,1
klotsihunnikust,ehitusmaterjal,g,1
intrigaanist,lihunik,g,1
majast,kilomeeter,g,1
aprillikuust,amet,in,1
madalseisust,väljumine,all,1
hindust,võõrastemajaomanik,n,1
rahvaerakonnast,valimisblokk,n,1
möödunudnädalast,üleelamine,p,1
loodusravist,huvitatu,all,1
fiibrist,aerupaar,n,1
kanadalasest,keskmängija,n,1
maakivist,vundament,g,1
taluperemehest,teatrijuht,p,1
armeenlasest,põgenik,all,1
asüülitaotlusest,keeldumine,n,1
miljonivargast,pankur,n,1
rendist,rääkimine,p,1
antiigist,unenägu,adt,1
kondiitriärist,vormisai,g,1
peast,mõtlemine,kom,1
hooajast,hooaeg,p,1
pensionärist,kodu-uurija,n,1
arstist,õepoeg,n,1
pärandusest,loobumine,el,1
ebastabiilsusest,ohustatu,es,1
elukaaslasest,hingesugulane,n,1
rootslasest,poiss,in,1
hollandlasest,nõunik,n,1
käest,vahendus,p,1
haigusest,paranemine,ad,1
klaasist,lillepott,n,1
poleemikast,lugeja,n,1
haiglast,asjandus,p,1
demokraadist,haridusminister,n,1
suurmeistrist,kommentaator,ab,1
tubakast,hulgimüügifirma,n,1
kassatsioonikohtust,seadusandja,tr,1
annetusest,hädasolija,all,1
meessoost,astmahaige,n,1
saadikumandaadist,loobumine,g,1
majast,kaasaviimine,n,1
rahvusest,narkomaan,kom,1
reformierakondlasest,minister,all,1
erakonnast,lahkuja,g,1
hinnatõusust,aastavahetus,ad,1
barjäärist,läbimurdmine,g,1
senatist,loobumine,g,1
varjust,väljatulek,n,1
välismaalasest,pärija,all,1
pealinnast,kõrgtase,ad,1
aastast,periood,n,1
südametunnistusest,kaup,tr,1
valitsusest,tagasiastumine,g,1
arutelust,osavõtja,es,1
sakslasest,orjastaja,n,1
uudisetoojast,arusaamine,n,1
kokkukutsumisest,teatamine,all,1
kiirteest,mõtlemine,p,1
rahvuslikkusest,kirjandus,g,1
puust,hoone,p,1
laureaadist,sõber,g,1
telerist,debatt,p,1
matemaatikust,juut,n,1
diskorist,lapsevanem,n,1
lookest,raadio,n,1
pronksist,kaksikpeegel,n,1
kasevineerist,laud,n,1
ajastust,ballast,n,1
samblast,sohva,n,1
marmorist,mosaiikpõrand,n,1
klaasist,ese,kom,1
arestandist,sõdur,g,1
armeest,eemalhoidmine,n,1
tootjast,kauplus,ter,1
piimast,kondoom,ter,1
karvakasvust,vabanemine,tr,1
karvkattest,vabanemine,tr,1
traadist,figuur,n,1
ameeriklasest,spioon,n,1
erukindralist,literaat,n,1
jeenist,mõjutatu,es,1
erasektorist,tulnu,ad,1
laagrist,osavõtnu,g,1
tallermaast,tegemine,n,1
portfellist,kinnihoidmine,in,1
naftapuurijast,märter,p,1
riidest,eesriie,p,1
täispuidust,pink,g,1
räpist,kanter,ter,1
plastikust,lavakas,g,1
käsikirjast,õpik,g,1
kompensatsioonitaotlusest,loobumine,el,1
rahvusest,luuraja,kom,1
pangast,eemalepeletamine,n,1
poolehoiust,taastamine,all,1
betoonist,sild,n,1
klaasist,päikeseprilliklaas,n,1
augustist,parkimine,n,1
õigusteaduskonnast,bakalaureus,n,1
majandusteaduskonnast,bakalaureus,n,1
puust,kurat,p,1
plastmassist,prill,n,1
turvaklaasist,aken,n,1
pääsust,esinelik,ill,1
lõunalaagrist,saabumine,g,1
palgatõusust,põhiosa,n,1
ametipalgast,esinduskulu,p,1
rahvusest,volikoguliige,ad,1
leedulasest,keskväljasüstik,g,1
mikrolaineahjust,arvuti,ter,1
rahakantimisest,rääkimine,ad,1
kantimisskeemist,rääkimine,p,1
arutamisest,loobumine,p,1
ajateenijast,reamees,all,1
poliitikast,tulnu,es,1
usuharidusest,kool,in,1
autofirmast,kuu,kom,1
tuisupeast,üliõpilane,el,1
betoonist,kilptugi,n,1
gaasist,järelevalve,g,1
looduskaitsetöötajast,allakirjutanu,n,1
kultuurielust,osasaamine,tr,1
reformierakondlasest,sotsiaalminister,abl,1
punktist,nihutamine,g,1
soomlasest,töötaja,n,1
idast,avaldus,kom,1
seksist,sõna,p,1
tuumarelvast,loobumine,g,1
tühermaast,keskus,n,1
poliitikaajakirjanikust,ema,n,1
sillast,ülesõit,g,1
telliskivist,koolimaja,g,1
igituttavast,paigas,p,1
keskkonnakaitsest,arhiiv,g,1
riigieelarvest,küsimine,ad,1
shveitslasest,diplomaat,g,1
metallist,piire,p,1
aastast,suhe,n,1
liberaalist,kompromissimeister,n,1
häälest,klaver,n,1
klassist,rahvusrekord,n,1
supermodellist,transvestiit,g,1
ärimehest,hobuseomanik,n,1
trükist,pseudonüüm,g,1
lihast,vorstike,kom,1
rahasaamist,valmisolek,g,1
kanalist,veepuhastusjaam,p,1
rahvusest,majakavaht,g,1
kontrolljoonetagusest,loobumine,n,1
vaimust,kinnipidamine,n,1
lastekaitsetööst,linn,in,1
kodust,eemalolemine,tr,1
marketingialast,kirjandus,p,1
rahvusest,suhtlemine,all,1
talvemantlist,sõelapõhi,n,1
puust,tolmuimeja,n,1
ühiselamust,ärakolimine,g,1
neegrist,klaveriklimberdaja,all,1
maksumaksjast,vanem,n,1
pankrotist,väljumine,tr,1
küsitavast,ülekuumenemine,g,1
korterist,helikassett,p,1
eelarvest,omavalitsus,all,1
soost,õppejõud,n,1
lennukitäiest,rahvas,p,1
õpilasest,poeg,n,1
romaanist,lisa,tr,1
venelasest,astronaut,n,1
kanadalasest,haridus,kom,1
viisakohustusest,loobumine,p,1
eestlasest,laevareisija,all,1
pealtvaatajast,enamik,g,1
infopunktist,telefon,ad,1
juhatusest,toiming,tr,1
kooliõpilasest,abiline,n,1
osakonnast,väljumine,ad,1
kunstnahast,pealis,g,1
arestimajast,kurjategija,n,1
pressiosakonnast,telefon,ad,1
vineerist,lennuk,n,1
vineerist,lennuk,kom,1
mikstuurist,valik,n,1
vastusest,kõrvalehoidmine,tr,1
vastusest,kõrvalehiilimine,n,1
päevast,teenetemärk,n,1
jaapanlasest,pearivaal,n,1
euroküsimärgist,töö,el,1
pürjelist,vaataja,n,1
korpusest,eemaldamine,p,1
asendist,katse,n,1
klaasist,joogipakend,el,1
klaasist,taara,g,1
ameeriklasest,muuseumijuhataja,n,1
plastist,joogipudel,p,1
võlast,väärtpaber,tr,1
koolist,kõrvalejäämine,n,1
koolist,kõrvalehoidmine,n,1
skisofreenilisest,alandatus,g,1
miljonärist,vanamees,p,1
debütandist,põhitegija,ad,1
võistluspingest,kõrv,n,1
müügist,saadu,g,1
keeleõppest,huvitatu,p,1
kirjandusest,ettekanne,g,1
ekspolitseinikust,narvakas,in,1
naisest,vanem,n,1
eelteatest,teadmine,g,1
olukorrast,olenemine,n,1
kandideerimisõigusest,ilmajätmine,g,1
kodust,foto,n,1
sõnast,free,g,1
operatsioonist,informatsioon,g,1
saepurust,nukk,adt,1
kodust,põhikool,g,1
toodangust,lahtisaamine,kom,1
venelannast,iluuisutaja,g,1
talveunest,virgumine,tr,1
globaalnähtusest,kultuurikontekst,in,1
malesuurmeistrist,professor,n,1
filoloogist,professor,all,1
juudisoost,teadlane,p,1
poliitikast,sotsiaalteadus,ter,1
pommiplahvatusest,pääste,in,1
liibanonlasest,informaator,g,1
metsast,kõvertee,p,1
eestlasest,kangelane,g,1
eestlasest,mäng,g,1
planeedist,ajalugu,in,1
klubist,raha,g,1
jumalast,eemaldumine,kom,1
seksuaalsuhtest,loobumine,n,1
jumalast,ärapööramine,g,1
homoseksualismist,vabanemine,ad,1
küljest,vajadus,n,1
küljest,stress,n,1
ühingust,väljaviskamine,g,1
traadist,ora,n,1
eebenipuust,torn,ill,1
rockikangelasest,kitarrist,n,1
käkisilmast,ülesõitmine,tr,1
metallitudengist,noormees,n,1
insenerist,naine,n,1
mittekodanikust,vanem,n,1
hõbedast,lugemispulk,g,1
paaritunnist,püherdamine,p,1
firmast,kontuur,n,1
klahvpillimängijast,abikaasa,n,1
suursaadikust,mõisahärra,tr,1
arstist,autojuht,ter,1
ühekilost,kullakang,p,1
kivist,juurdeehitis,n,1
rahvusest,üliõpilane,kom,1
parvest,ülesvool,p,1
laevaohvrist,eestimaalane,p,1
viletsusest,väljaaitamine,el,1
kõnetoolist,justiitsminister,n,1
000-ndesest,preemia,el,1
kodanikust,noorpaar,n,1
välismaalasest,noorpaar,n,1
asjaajamisest,vabanemine,tr,1
kodust,väljasaamine,n,1
suursaadikust,daam,n,1
aafriklannast,suursaadik,n,1
laupäevast,avaetapp,adt,1
sakslasest,võitja,ad,1
biomassist,koostootmine,g,1
pronksist,varvas,n,1
rongist,ümberistumine,n,1
illusioonist,kultuurimaja,n,1
osavõtust,valimine,el,1
hukust,päästmine,ad,1
puidust,asendamine,n,1
kummist,väljak,g,1
puust,mõisahoone,in,1
ajast,ülikool,in,1
pindist,lahkumine,p,1
aastast,määrus,n,1
süstimisest,liha,p,1
vibupüssist,Pershing-rakett,ter,1
puust,vappepitaaf,p,1
puust,epitaaf,n,1
missioonist,jatkab,n,1
eelmüügist,aastavahetus,tr,1
tartlasest,üüripind,g,1
plekist,vann,kom,1
soost,õppejõud,g,1
soomlasest,mänedzher,n,1
osalusest,toitlustamine,kom,1
riigist,lahkuja,n,1
sõjandusalast,koostöö,p,1
palgast,peadirektor,es,1
aastast,bioloogiakandidaat,n,1
lihakombinaadist,raha,ab,1
metallist,piit,all,1
metallist,serv,p,1
peatumiskohast,lahkumine,g,1
papist,kingapõhi,n,1
näonahast,värv,p,1
kogenematusest,asjaajamine,in,1
olen-eikeegi-kõigi-hulgast,anonüümsus,g,1
traadist,kokkukeevitamine,n,1
astmaatikust,sõber,g,1
edumaast,konkurent,g,1
veredopingust,abi,p,1
rootslasest,politseinik,n,1
lahesõjast,suhe,n,1
autoavariist,mobiiltelefon,kom,1
araablasest,arst,n,1
poisikesest,kolonel,tr,1
kasarmust,kool,g,1
nimekirjast,väljajätmine,all,1
kooliõpetajast,siseminister,n,1
klaasist,tagaluuk,n,1
maakivist,vundament,ad,1
ebaedust,rääk,el,1
nimekirjast,kriipsutamine,kom,1
sõjaväest,naasnu,es,1
sulest,peatükk,n,1
stardist,võit,p,1
mainest,jagusaamine,tr,1
võrgust,kõrvaldamine,all,1
unepiimast,toode,n,1
melatoniinist,lennuväsimus,g,1
puidust,jaam,n,1
paadist,rand,all,1
alumiiniumist,hobune,n,1
kipsist,käejäljend,g,1
muusikalist,mõttemaailm,adt,1
lõpust,alustanu,n,1
kullast,ametitunnus,n,1
lüürikust,eetik,tr,1
kilbist,läbitungimine,tr,1
metallist,maandumisplats,g,1
kriitikast,maaerakondlane,el,1
energiaalast,konsultatsioon,p,1
energeetikaalast,majandusruum,g,1
liitumisest,kasusaamine,n,1
ekspordist,import,g,1
shveitslannast,esireket,g,1
vahetusmehest,snaiper,n,1
kaitsjast,kapten,g,1
esinemisest,kongress,ad,1
bussist,protest,ab,1
hinnast,kahjuhüvitis,p,1
rinnapiimast,loobumine,p,1
imikust,invaliid,ter,1
kajutist,väljapääsemine,g,1
vakstust,lapakas,in,1
soost,kaksik,n,1
kurvist,väljasõit,kom,1
sajandikust,gramm,el,1
rahvusest,koolinoor,p,1
ekspolitseinikust,luuletaja,n,1
kodust,telefon,g,1
majandusalast,täienduskoolitus,p,1
ministrikohast,loobumine,g,1
iirlasest,sulgkaal,g,1
trepist,ülestulija,n,1
grupijuhist,saatja,p,1
individualistist,turist,n,1
sõiduautost,pool,n,1
klassist,tulemus,g,1
taarast,aasta,g,1
majast,põleng,in,1
aastast,kunstiekspert,n,1
veidrikust,tshetsheen,g,1
arheoloogiaprofessorist,filmikangelane,n,1
hooneregistrist,info,g,1
väliskonveierist,läbikäimine,n,1
agressiivsusest,tiin,p,1
isevalitsejast,mehehakatis,ad,1
klassikasõidust,osavõtt,n,1
väljakust,paraadväljak,g,1
võimutipust,lahkuja,g,1
lüüsist,sisemus,adt,1
elukohast,väljakirjutamine,p,1
trükist,pind,ad,1
konteinerist,valulaps,n,1
metallist,konteiner,el,1
grusiinist,treener,n,1
väravajoonest,kaitsja,n,1
sõjast,osavõtja,n,1
omandist,ilmajätmine,p,1
teeristist,kilomeeter,g,1
asupaigast,teadja,ad,1
õnnest,minestamine,p,1
kirjandusest,kir,n,1
kultuurist,kirjutamine,adt,1
svingist,bebop,ter,1
isikupärast,kuju,p,1
gripiviirusest,tervenemine,p,1
põhipreemiast,kaalukus,abl,1
isikupärast,asend,p,1
jumalast,looja,tr,1
betoonist,aknalaud,ad,1
laest,lammas,p,1
tulumaksust,kõrvalehiilimine,kom,1
põhjast,tõusmine,n,1
loodusest,üleolek,n,1
keskvanglast,eeluurimine,g,1
tekstist,eristamine,tr,1
maapangast,väljatoomine,tr,1
eraisikust,ettevõtja-juhataja,n,1
plastikust,vaheleht,kom,1
kivist,koobas,n,1
nimetusest,ülehüppamine,n,1
klaasplastist,laba,n,1
mehhiklasest,linalakk,n,1
neljapäevast,osakaal,p,1
aserist,arbuusimüüja,n,1
majast,veerand,ad,1
